word,cosine_before_after
we,0.4583081047538232
for,0.40882557005331877
message,0.3292668549707728
to,0.29578053892107314
the,0.2538868633131882
if,0.25360205761758253
us,0.24156618069972893
doctor,0.18252627112875616
i,0.17363636160932364
celebrate,0.0357969349381798
final,0.01606388200586948
and,-0.04323786115939486
last,-0.06462778138109751
our,-0.07604634746601031
or,-0.09586178716234939
